no,username,balance
49953,py-b6dcf57,3984.56
49954,py-182c2cf,1678.59
49955,py-8d97d20,4736.45
49956,py-c806fdc,2318.74
49957,py-334a689,3754.43
49958,py-aa5b1bd,7653.08
49959,py-2c43345,1255.94
49960,py-d483c19,9664.63
49961,py-a6d0cd9,4274.76
49962,py-796caec,901.16
49963,py-587d204,1187.70
49964,py-feb5179,3272.67
49965,py-b3b57b4,341.02
49966,py-d601a34,9795.87
49967,py-2d4d716,2069.91
49968,py-a137c57,1021.72
49969,py-a02f16d,6185.94
49970,py-490398f,4884.03
49971,py-c32402a,6281.25
49972,py-0ece4c6,3044.60
49973,py-f5cbe03,5110.52
49974,py-32c8409,7284.04
49975,py-9323f21,394.22
49976,py-7a70a93,6659.06
49977,py-c387ba8,6368.77
49978,py-35f44bc,4744.56
49979,py-e359c58,9446.83
49980,py-db76ad3,2628.13
49981,py-5400e6a,5741.43
49982,py-0cf15c8,124.78
49983,py-b1fd8eb,8260.14
49984,py-6c1b308,777.05
49985,py-3f2e47c,5319.42
49986,py-ca7d733,9556.46
49987,py-bc377ce,3285.45
49988,py-0025ed4,7812.13
49989,py-a3a92e7,7079.00
49990,py-7be5a90,8849.49
49991,py-423bb6b,1100.43
49992,py-5ae14f2,1962.56
49993,py-c73b1ba,436.43
49994,py-0c27459,7438.97
49995,py-ef8a7b7,2378.91
49996,py-2acfa04,7600.58
49997,py-87aa98d,1141.18
49998,py-12775d2,2330.83
49999,py-c703af5,3927.63
50000,py-1017bfd,5939.41
50001,py-334146d,1580.39
50002,py-f67fe69,5996.23
50003,py-0cce9d4,6902.97
50004,py-171ab17,5692.85
50005,py-e7beb1d,7153.68
50006,py-2432fc2,2681.06
50007,py-1cc41f4,8503.89
50008,py-79c3489,4043.48
50009,py-f0547ec,7911.87
50010,py-3e53ae6,8742.17
50011,py-fbbbadb,2442.15
50012,py-9ba86c2,2400.83
50013,py-8ec41a3,4980.40
50014,py-87b0cba,6306.24
50015,py-f7c3c40,7630.76
50016,py-5a5a846,4026.98
50017,py-85dbdb1,1454.66
50018,py-16d37a4,1715.65
50019,py-c3a8217,8908.34
50020,py-4e2598d,5771.20
50021,py-81b993d,7641.15
50022,py-d3d2a1a,6053.58
50023,py-d5e3902,2700.80
50024,py-cf50b28,7082.44
50025,py-a4eacdf,6510.01
50026,py-9a84af5,7090.65
50027,py-31bd7cc,725.71
50028,py-2d084a4,2928.04
50029,py-2a12b41,2702.91
50030,py-33702a9,4093.74
50031,py-d081111,9523.09
50032,py-dfdc9e0,6199.03
50033,py-0610027,2309.72
50034,py-cb07acc,6075.22
50035,py-a1f3a4e,7543.67
50036,py-9f75e28,2684.82
50037,py-9bf3f8e,5121.68
50038,py-664a26f,1412.05
50039,py-f19ea2a,2661.25
50040,py-3b4421d,9453.03
50041,py-ca355f3,8189.27
50042,py-afa8024,4438.49
50043,py-ce9e053,6514.29
50044,py-3cf419e,3371.65
50045,py-af7994b,6905.84
50046,py-c3beb22,8996.04
50047,py-5f9f76d,4224.20
50048,py-218171b,9078.56
50049,py-d38aad5,6799.77
50050,py-8ba23d2,3781.17
50051,py-bdbf65c,4709.29
50052,py-d007bea,9590.39
50053,py-c1e624f,9064.52
50054,py-4c4d7d7,9011.02
50055,py-9512192,7531.87
50056,py-602295b,784.96
50057,py-922dcfd,4382.68
50058,py-9e64cba,5606.08
50059,py-cfeedcd,6802.79
50060,py-cf164e3,9777.56
50061,py-e2f964e,206.89
50062,py-02dd042,5951.09
50063,py-451bf16,9195.89
50064,py-9165d83,739.82
50065,py-e1544ee,5145.03
50066,py-6bd1d12,258.24
50067,py-f8411c2,2587.91
50068,py-9fa0bb6,754.96
50069,py-47f1adc,3612.06
50070,py-cb306aa,9788.52
50071,py-491ef96,204.30
50072,py-0a3cb8d,6496.08
50073,py-c201680,326.90
50074,py-ddecc26,5051.33
50075,py-4c3860e,3680.86
50076,py-c6d16d5,3442.40
50077,py-ea407c6,5272.75
50078,py-219f81c,1798.27
50079,py-d5253bc,3164.37
50080,py-bb07992,639.27
50081,py-1fe73df,7132.25
50082,py-d2803a2,9306.90
50083,py-1be3614,7934.76
50084,py-cbbfd74,3874.60
50085,py-b9f879d,8100.34
50086,py-aefb402,4553.99
50087,py-1aa75ea,5015.33
50088,py-9d9b6df,8117.14
50089,py-7cbd2a5,4751.42
50090,py-8d3fa11,1817.74
50091,py-90c42a8,7670.66
50092,py-90f6a7f,937.80
50093,py-b30bee5,1104.64
50094,py-6b9a66a,8086.90
50095,py-062b476,2647.61
50096,py-c3f2cd4,6130.92
50097,py-0d45af3,581.84
50098,py-63ae3e6,3567.06
50099,py-3478ebc,5422.52
50100,py-5b5c37f,9192.45
50101,py-86a2e69,8744.05
50102,py-1a04ae7,2147.78
50103,py-f7f8eb1,5201.72
50104,py-0ffe862,6543.97
50105,py-3d57962,3352.39
50106,py-9d512e2,6724.60
50107,py-b796d0e,8997.51
50108,py-4f4ed24,1941.29
50109,py-906b92b,5421.02
50110,py-1608d51,7366.02
50111,py-27a463f,5054.78
50112,py-49c965e,2189.76
50113,py-e382852,259.95
50114,py-5a8be71,4417.63
50115,py-729d75b,5658.85
50116,py-d5cb15b,2570.38
50117,py-41f3cba,4285.49
50118,py-2f2d480,9419.64
50119,py-29d051a,2017.50
50120,py-512d92d,9028.06
50121,py-8af16a7,1055.55
50122,py-ae9a541,8620.51
50123,py-5341490,3691.88
50124,py-89240b7,2443.81
50125,py-3979532,3445.15
50126,py-496d691,9168.49
50127,py-9c3508e,7275.34
50128,py-ee15c3f,3830.37
50129,py-5958c80,221.62
50130,py-eef050e,1462.27
50131,py-825d2ea,9509.66
50132,py-83c733d,4057.76
50133,py-3e450e4,3769.65
50134,py-a82edd5,190.72
50135,py-38c37b8,3211.89
50136,py-61c3ea9,9963.10
50137,py-224c6aa,3199.12
50138,py-f3d24e8,440.22
50139,py-ea3840c,1929.46
50140,py-e623ff4,7781.20
50141,py-00edca0,3849.69
50142,py-0820738,8584.99
50143,py-0341610,566.58
50144,py-6abe352,4260.75
50145,py-c25eb64,2145.53
50146,py-aa92ae0,3074.40
50147,py-c8306dd,2178.84
50148,py-2c1d21e,1320.60
50149,py-1be70c6,9211.91
50150,py-a13f3ba,6592.89
50151,py-21ab1e2,5941.15
50152,py-64b8560,552.83
50153,py-fd5b92c,7736.44
50154,py-fcdae5a,9754.03
50155,py-111d10c,2879.99
50156,py-9800a94,6357.30
50157,py-a38b492,2321.52
50158,py-7f35b00,2711.78
50159,py-5ecf438,6516.90
50160,py-0e6a5ac,8037.44
50161,py-0b75652,8511.94
50162,py-74a0264,8928.15
50163,py-f807d34,5270.92
50164,py-b8e4ffc,2145.20
50165,py-0db1bf9,6264.89
50166,py-e7cc4e9,1458.53
50167,py-e2f5beb,9169.12
50168,py-ba91c53,6953.46
50169,py-679b4e0,9627.12
50170,py-ae5314a,4691.81
50171,py-92438c0,829.34
50172,py-ce6771b,1239.46
50173,py-0049788,8486.50
50174,py-f6c15b2,7852.49
50175,py-f33d242,2095.96
50176,py-9d89f19,9675.39
50177,py-753cfb1,9195.34
50178,py-58391e8,2572.86
50179,py-7001d40,6613.05
50180,py-16f60ab,1843.68
50181,py-9a2b936,7604.60
50182,py-e47bd79,2395.75
50183,py-82ac5ef,5555.67
50184,py-9504c1a,7897.00
50185,py-322cd53,2371.08
50186,py-2276444,2567.19
50187,py-d8cbeb8,8192.52
50188,py-b7545f7,5967.86
50189,py-378d728,9771.11
50190,py-a933845,6715.05
50191,py-8465037,4489.34
50192,py-99e8052,3393.19
50193,py-75e785c,532.48
50194,py-5dca933,1131.54
50195,py-03250ff,8091.51
50196,py-6f0ab8a,6338.12
50197,py-bc80062,2157.88
50198,py-64fdc1c,278.51
50199,py-71a8117,7348.55
50200,py-d0b416a,5052.69
50201,py-df3c83c,5331.27
50202,py-7493594,7614.38
50203,py-d05854f,9434.01
50204,py-0e8970a,402.69
50205,py-9e2a648,9688.37
50206,py-c28d7fc,1054.60
50207,py-6fb4614,301.20
50208,py-2b040bf,8768.67
50209,py-f768624,1543.41
50210,py-63cdcaf,1392.84
50211,py-09a263c,3251.69
50212,py-c36342a,3773.47
50213,py-be5bc41,3598.97
50214,py-4ad38ec,7746.97
50215,py-2c40de1,7901.15
50216,py-b264c38,8268.39
50217,py-86b0d73,2101.20
50218,py-f88ed1b,7119.83
50219,py-22052ed,9839.41
50220,py-0f29a30,4505.28
50221,py-7149244,1602.56
50222,py-9407c90,5133.02
50223,py-a1e95b7,6275.60
50224,py-1f5b519,7997.30
50225,py-755e7ba,5551.98
50226,py-ab7902a,2181.91
50227,py-f1ec6f1,6557.37
50228,py-82eeb7c,5188.71
50229,py-6028522,4278.72
50230,py-9643ea6,9895.77
50231,py-347d367,3683.87
50232,py-53d3eea,7944.61
50233,py-1639661,5730.43
50234,py-e898c81,6365.95
50235,py-00ded20,1074.11
50236,py-a4cd7b3,6697.59
50237,py-78f9c02,2462.49
50238,py-de288fe,1657.63
50239,py-c0f43f9,8805.67
50240,py-3bc8e52,3343.32
50241,py-cb9337b,9571.33
50242,py-ccebcec,1250.61
50243,py-0fb8280,4995.75
50244,py-34dc54d,2736.78
50245,py-3f4718c,1655.46
50246,py-b988bce,7478.16
50247,py-58ca375,3663.55
50248,py-72342f1,508.59
50249,py-72ff247,572.78
50250,py-e090dc0,8743.09
50251,py-54d22f8,7904.57
50252,py-96f6441,8433.51
50253,py-04b9894,5063.63
50254,py-293a3dd,4042.34
50255,py-35b07af,5518.29
50256,py-8a913f4,9324.02
50257,py-f77cf08,5205.24
50258,py-a9ed0cd,3972.25
50259,py-aea1d6f,4951.81
50260,py-915084e,6991.63
50261,py-f16faf5,1197.62
50262,py-82be72a,863.71
50263,py-ad0e542,5581.40
50264,py-9a4bee6,483.85
50265,py-f9480b6,9066.88
50266,py-ac0e947,8478.15
50267,py-59843bf,6877.45
50268,py-d82c780,4912.61
50269,py-70e1a3c,1079.96
50270,py-b7d5b31,3277.14
50271,py-e785fe0,6472.00
50272,py-e12e5a2,596.71
50273,py-e0e5486,4353.18
50274,py-6dfde8a,3985.71
50275,py-137b81b,932.99
50276,py-48997e3,1963.72
50277,py-35bb97f,8650.51
50278,py-21f13a5,3546.88
50279,py-d1b8c0f,7317.82
50280,py-5da361a,529.48
50281,py-6c50a85,4067.84
50282,py-6426551,5790.02
50283,py-54778fa,9676.06
50284,py-17c4ef9,6402.74
50285,py-58fc317,5113.59
50286,py-2625e71,8865.70
50287,py-e865e34,8424.12
50288,py-dbaf536,1032.85
50289,py-89da44b,9474.67
50290,py-1b3ce0e,8992.22
50291,py-1ba7439,4393.32
50292,py-1530ff6,2949.66
50293,py-e57942b,9592.84
50294,py-4c320a3,6262.52
50295,py-2c6ac01,1008.50
50296,py-28ce99f,5416.73
50297,py-dc12f8d,1401.00
50298,py-89c0590,4140.82
50299,py-bfe897b,3574.65
50300,py-9e08261,2413.10
50301,py-12bb430,8523.21
50302,py-ffe367e,9655.16
50303,py-c2a2c74,8527.03
50304,py-3db85d1,8929.45
50305,py-99426c3,5044.12
50306,py-6209d38,1073.02
50307,py-06a0c76,8180.02
50308,py-d757bc0,6147.86
50309,py-0f3df30,4365.94
50310,py-86c7ad1,8431.02
50311,py-9750f0d,9966.03
50312,py-7754747,7488.89
50313,py-187f9f3,9357.85
50314,py-19887ff,1551.87
50315,py-a980f89,8310.32
50316,py-f88c967,5688.56
50317,py-5b4ee03,1039.57
50318,py-4d51348,6040.65
50319,py-3a1bcae,2102.13
50320,py-4d22d72,7017.42
50321,py-5a88ade,9924.78
50322,py-dfda491,9303.25
50323,py-ed4531c,7053.42
50324,py-fac45b9,8645.60
50325,py-8aba2ff,4429.36
50326,py-3dcd852,1401.49
50327,py-2e7cb9d,7180.71
50328,py-a26d87d,7511.01
50329,py-64a6901,9403.58
50330,py-8939d08,5165.00
50331,py-8f2cec0,8768.63
50332,py-411d393,1156.78
50333,py-eeceab3,1167.14
50334,py-2ce217d,8432.43
50335,py-05b9022,8893.83
50336,py-823643e,9113.91
50337,py-ca227f3,2352.99
50338,py-ea5d180,4129.78
50339,py-0478acf,2194.41
50340,py-4cd436b,2699.86
50341,py-83fc2cc,3734.46
50342,py-63f9212,8394.38
50343,py-0667f55,5734.48
50344,py-596525f,8963.79
50345,py-2a137e2,8568.14
50346,py-1a01f83,9194.78
50347,py-ec3f02c,1582.34
50348,py-5d498aa,1826.02
50349,py-8cf2191,8106.82
50350,py-067e1dd,1200.30
50351,py-11df8f2,4649.89
50352,py-32bf90e,4691.90
50353,py-73c8f3d,1509.64
50354,py-e71115f,7723.70
50355,py-f1f404b,4862.70
50356,py-cb86ee3,5361.93
50357,py-c079386,2861.32
50358,py-2174994,7797.68
50359,py-4cd5d86,1777.32
50360,py-9988dab,2437.70
50361,py-49841d8,1248.13
50362,py-0c31e3f,4798.56
50363,py-2157b6d,9234.56
50364,py-a6d9548,8967.49
50365,py-b83feac,5734.62
50366,py-8dd1429,4061.15
50367,py-c5a5d68,5201.55
50368,py-0111311,6050.54
50369,py-92ea522,8364.17
50370,py-825acdf,6051.15
50371,py-03184a7,8625.90
50372,py-9937802,2591.40
50373,py-53a2828,2572.24
50374,py-2fc2919,5658.97
50375,py-33783ac,3791.82
50376,py-37e5810,1273.45
50377,py-a433e9e,3498.77
50378,py-f956db2,6848.75
50379,py-a201af0,9053.05
50380,py-66d8acb,1728.47
50381,py-862f5c5,3283.74
50382,py-ec25c33,6311.96
50383,py-bcdf5f2,7976.93
50384,py-c3be52b,6505.76
50385,py-4bdb3b6,1034.65
50386,py-dfc2075,1348.16
50387,py-a990ce4,5952.74
50388,py-8655db1,9601.86
50389,py-b8b58dc,9243.58
50390,py-29ebaed,9933.78
50391,py-294dc6d,1718.65
50392,py-1eaba98,5090.14
50393,py-beeb102,3801.40
50394,py-42a0872,1828.24
50395,py-f173c3a,1519.56
50396,py-82767bd,4521.14
50397,py-f8a3288,6611.67
50398,py-f07b29d,1818.42
50399,py-45b4a8b,9774.57
50400,py-d3a1e55,8882.55
50401,py-cb24edc,1085.89
50402,py-88c6fcc,3900.10
50403,py-026573d,1018.91
50404,py-6ac808d,6601.80
50405,py-1054e41,6124.22
50406,py-e440113,4811.96
50407,py-760e896,3979.21
50408,py-7b22e82,520.42
50409,py-001fca6,1544.01
50410,py-2e4d3f5,3119.72
50411,py-a6734d9,7138.89
50412,py-8412f42,5724.85
50413,py-8a4053d,2294.34
50414,py-d1599af,884.83
50415,py-73bc864,3218.69
50416,py-2ad6024,6087.37
50417,py-535ce49,5280.65
50418,py-97166ea,6710.84
50419,py-8b5e783,455.04
50420,py-19742ec,9862.38
50421,py-42031fb,1820.15
50422,py-e403d44,633.46
50423,py-e485b3f,3102.21
50424,py-6c516fd,185.25
50425,py-5e48c48,3660.53
50426,py-3df58b4,935.19
50427,py-3282c6b,8007.75
50428,py-cdc53a4,650.16
50429,py-5e2008c,1891.66
50430,py-b401bc1,3661.98
50431,py-26179e9,348.10
50432,py-22f382a,4343.71
50433,py-da26364,7623.11
50434,py-ac63ecc,386.36
50435,py-296dbdb,5007.68
50436,py-168cfc1,2743.26
50437,py-a4d9a5f,3328.67
50438,py-7dd9305,9745.47
50439,py-0d3d81a,8911.89
50440,py-5a704ff,8542.38
50441,py-07c781a,330.76
50442,py-cad720d,7944.94
50443,py-6f56fe4,6722.48
50444,py-4611218,7662.20
50445,py-1a7064c,7413.92
50446,py-91f2bc0,5517.92
50447,py-83edf05,9755.56
50448,py-1b246c2,245.89
50449,py-738d8db,6530.63
50450,py-ee95460,8397.32
50451,py-66f3362,9085.95
50452,py-d1d79fd,7845.88
50453,py-ad9f0ac,8284.35
50454,py-9903f53,9596.79
50455,py-a2f8569,3482.00
50456,py-4fcf86b,9929.69
50457,py-91c029a,5547.37
50458,py-426165c,7538.95
50459,py-4c7b138,2791.92
50460,py-36317a7,5070.43
50461,py-9f56439,1865.50
50462,py-5cedc21,4809.13
50463,py-b3fb41f,9093.93
50464,py-b480566,6068.82
50465,py-7e08c60,2598.21
50466,py-42a2f3d,6359.99
50467,py-ff76ffc,5338.18
50468,py-3e9d1fa,3952.40
50469,py-aaf6823,1454.63
50470,py-5bad1ee,4858.52
50471,py-3ee4085,4224.07
50472,py-6b92eb7,1838.88
50473,py-303d001,7610.38
50474,py-0f4213e,4326.80
50475,py-bebf4e0,693.35
50476,py-5cb9bfe,4463.50
50477,py-e431825,2694.77
50478,py-3e642a8,7289.85
50479,py-d71ff3a,341.68
50480,py-73d90ba,9170.54
50481,py-1070376,2350.16
50482,py-33d0632,430.83
50483,py-934a63c,999.10
50484,py-6201a8c,6875.66
50485,py-fe4e27d,4301.15
50486,py-9d82fab,2309.03
50487,py-43a4721,8465.81
50488,py-ff181be,7548.09
50489,py-96d68b2,6186.27
50490,py-71d8566,5546.06
50491,py-76ec7d5,7360.95
50492,py-ae8bdba,7026.18
50493,py-298f489,9926.47
50494,py-4668c71,5230.86
50495,py-afb8f73,355.97
50496,py-145b442,7024.61
50497,py-2a3b24e,8910.44
50498,py-4398a03,2752.30
50499,py-8c35376,3282.52
50500,py-6f361cb,9297.50
50501,py-fed9797,5111.48
50502,py-5635844,2529.35
50503,py-aafb1ce,187.72
50504,py-25de6b5,1446.42
50505,py-ddaa79c,2218.95
50506,py-3aa6ec9,9395.29
50507,py-21c5ea7,8255.58
50508,py-ad1b9f5,8280.69
50509,py-09f645c,2822.12
50510,py-9e14ec3,1236.43
50511,py-1f161b7,7095.03
50512,py-d810302,2918.80
50513,py-62b72f8,4791.70
50514,py-0dad24d,1773.27
50515,py-5eb8b02,4461.79
50516,py-74428c0,4716.71
50517,py-4c46b99,8464.86
50518,py-faf767c,368.59
50519,py-5ca1c64,9324.20
50520,py-82cf071,4445.12
50521,py-d7aacb9,1825.05
50522,py-d22ace3,4973.22
50523,py-792efc1,1335.83
50524,py-5673c53,2049.48
50525,py-25b999d,9344.90
50526,py-3034bd4,9808.14
50527,py-0595567,111.70
50528,py-1bbeba1,5158.39
50529,py-7173c39,3533.99
50530,py-d86b00e,3788.35
50531,py-4b562e5,7066.93
50532,py-784ac11,8846.54
50533,py-108a525,577.21
50534,py-15ae6e4,6298.57
50535,py-632ad1a,5859.02
50536,py-948529c,5852.43
50537,py-3d3ea16,3869.13
50538,py-2fe1139,711.86
50539,py-8f63c6e,371.54
50540,py-098cfa8,7319.37
50541,py-d1885da,7580.41
50542,py-f0db9f6,9001.09
50543,py-22a7338,8733.27
50544,py-0220329,1014.68
50545,py-cf5a0f1,2104.65
50546,py-6415c49,7062.45
50547,py-4e025ec,444.63
50548,py-2b542c8,2080.17
50549,py-2513677,9839.65
50550,py-26c5553,4245.73
50551,py-faf8a74,4960.13
50552,py-6bca0e9,7059.22
50553,py-ba4f62b,2881.08
50554,py-0f2c371,5445.16
50555,py-d4cda08,3758.58
50556,py-09cf707,4550.76
50557,py-34aa5c2,1893.06
50558,py-cc23f50,4917.41
50559,py-58b05a2,636.94
50560,py-0e1fe39,9022.61
50561,py-39b26a5,6806.66
50562,py-266eb2b,7517.59
50563,py-3535d54,3829.92
50564,py-78d130f,8322.11
50565,py-03464d1,3807.79
50566,py-045a076,6620.57
50567,py-50251da,7335.75
50568,py-9cd2158,6647.86
50569,py-7f4680b,4842.14
50570,py-d2500d5,8706.30
50571,py-730bc22,6204.75
50572,py-776e911,4530.60
50573,py-b884ded,2800.21
50574,py-dab3889,8226.91
50575,py-c63fbcf,9456.62
50576,py-fa605f1,7453.34
50577,py-130dfb1,722.84
50578,py-bbcfde2,1596.53
50579,py-1fc4d40,7802.55
50580,py-e7741d9,8857.18
50581,py-0ffe577,799.53
50582,py-2eb54a0,6051.75
50583,py-0101473,5783.37
50584,py-61ba87b,7541.85
50585,py-9c7663b,1351.56
50586,py-bcc6ac4,8831.70
50587,py-f3e6975,7170.50
50588,py-c5de923,6846.88
50589,py-790a9e1,4593.24
50590,py-41484ba,9469.61
50591,py-b04a4ee,8640.20
50592,py-04963cf,3756.13
50593,py-9598744,7999.81
50594,py-b264226,8192.22
50595,py-9841324,8908.75
50596,py-c905829,3972.64
50597,py-f3bfac5,1028.74
50598,py-1334285,8582.96
50599,py-100382d,6651.90
50600,py-526942c,1161.62
50601,py-61e4378,8523.50
50602,py-d6f07f8,597.12
50603,py-2f849d8,253.14
50604,py-389941c,8756.79
50605,py-09bc9ab,978.14
50606,py-4540c5d,8867.37
50607,py-91d9799,8138.10
50608,py-2320a16,6948.21
50609,py-4be8cf3,4595.36
50610,py-70492ee,3414.26
50611,py-3cfb51b,568.54
50612,py-304cb49,8818.11
50613,py-354d2a6,2951.20
50614,py-7b7755e,9980.51
50615,py-a273853,2705.42
50616,py-c5f30fe,9062.07
50617,py-27ff5dc,3019.92
50618,py-0f88457,6456.28
50619,py-8614a3e,606.42
50620,py-5580913,8921.03
50621,py-28847f3,6749.34
50622,py-69c17c8,6561.45
50623,py-731770c,5935.77
50624,py-2d04e24,8569.27
50625,py-5282af3,2425.89
50626,py-28d18e9,7791.23
50627,py-1288690,3526.69
50628,py-785da32,2045.37
50629,py-799d733,2570.54
50630,py-3788a72,8296.31
50631,py-609f43b,8644.99
50632,py-9d84f62,7030.24
50633,py-4a91f73,5117.07
50634,py-6098a1e,9876.18
50635,py-f2045ed,229.77
50636,py-fe29216,3358.43
50637,py-2d9e7c0,6004.75
50638,py-db34945,9170.34
50639,py-9ef957b,5067.81
50640,py-ee4e30b,6619.53
50641,py-b51e209,7843.88
50642,py-feed86c,384.89
50643,py-cec15c7,5312.78
50644,py-a16db46,2072.65
50645,py-e22b311,4424.40
50646,py-d01aa67,4553.56
50647,py-d7c9af4,9285.00
50648,py-e2abfaa,1002.40
50649,py-f2c3168,9587.88
50650,py-524ef47,8249.87
50651,py-ce746ce,7158.52
50652,py-7663ee9,3950.72
50653,py-5fbd56d,9107.49
50654,py-4f63622,3459.17
50655,py-d885f20,2053.39
50656,py-abe6403,8416.24
50657,py-2b1051f,232.67
50658,py-a1810b9,4307.91
50659,py-fcd1376,1576.08
50660,py-7e77e01,2703.37
50661,py-1ab8d42,2779.08
50662,py-9bb6744,3119.78
50663,py-e0fa992,7254.49
50664,py-f3e1b5b,8268.89
50665,py-e191ca3,1007.02
50666,py-10c0bde,9825.30
50667,py-c5dad08,9279.31
50668,py-6b60be1,4724.88
50669,py-2e5996f,5999.18
50670,py-d22e724,2108.82
50671,py-bcd4bfc,1875.31
50672,py-3aa4644,8761.42
50673,py-af79137,513.85
50674,py-58c48bf,7091.95
50675,py-e12e36f,4794.39
50676,py-348c778,8406.04
50677,py-c1bcf3e,4782.40
50678,py-336182e,5976.34
50679,py-ed014f8,3944.58
50680,py-bdab9ed,6369.47
50681,py-4e21f96,9929.90
50682,py-b5ffb84,9927.32
50683,py-f68ca0a,8542.66
50684,py-3615844,1862.21
50685,py-f522439,3140.12
50686,py-d3e15fa,1357.60
50687,py-43eb1f2,6462.80
50688,py-30f78b7,7516.06
50689,py-8e7448c,6816.24
50690,py-6d13239,7560.85
50691,py-cca1978,5494.12
50692,py-fcfcfb3,2985.65
50693,py-dc0f809,7884.87
50694,py-eabb265,835.69
50695,py-0c72e48,3462.27
50696,py-9d5ce37,1050.29
50697,py-d7a5f2a,3477.19
50698,py-938701c,3723.67
50699,py-b4ac635,6821.18
50700,py-8da263e,5698.35
50701,py-21cd165,2075.68
50702,py-b03e9b7,6701.12
50703,py-7e07d99,5981.45
50704,py-7730bee,2009.89
50705,py-fc02b61,6250.88
50706,py-098b782,9398.31
50707,py-3ea7c7d,2649.42
50708,py-4ef58ce,6691.85
50709,py-13b3aae,1266.41
50710,py-58037be,6661.15
50711,py-a4c00f0,8010.54
50712,py-8347c6e,6811.16
50713,py-213c3fb,4793.24
50714,py-8720a59,8547.56
50715,py-2418488,1408.72
50716,py-01f6b8e,8721.44
50717,py-5333f56,339.02
50718,py-0dcc410,6103.40
50719,py-39e1dd2,1480.83
50720,py-86b2c3a,9723.33
50721,py-f93f99a,2880.90
50722,py-af92a53,3224.56
50723,py-2480e64,7993.04
50724,py-c73612f,6337.80
50725,py-a62e257,6173.49
50726,py-346ca1d,8457.24
50727,py-737e64a,7970.49
50728,py-925e0aa,935.24
50729,py-018981a,159.33
50730,py-8f1e696,5720.96
50731,py-f55b444,9257.52
50732,py-63936fd,6121.33
50733,py-1d18d8c,6449.16
50734,py-0b72bd4,7398.44
50735,py-e5f5c41,464.68
50736,py-fe53b81,1790.82
50737,py-59dec6c,8444.29
50738,py-000d0c7,7325.86
50739,py-27b8777,6097.05
50740,py-0e7e392,925.26
50741,py-5851fa1,6360.46
50742,py-3590f85,8087.17
50743,py-f850ea3,9182.24
50744,py-11b99b5,4428.02
50745,py-9ecffde,9643.06
50746,py-601b683,5878.59
50747,py-2f4cc1c,2249.01
50748,py-7df099a,7652.53
50749,py-cc6cc59,6352.34
50750,py-6d423fa,5379.53
50751,py-c5ecbc9,4513.10
50752,py-5b8f330,876.77
50753,py-ecc9b8a,3297.15
50754,py-3ca0028,3403.22
50755,py-92f0aaf,4978.92
50756,py-c2383e4,4283.78
50757,py-75eb590,5036.34
50758,py-d6d3803,2989.85
50759,py-6276c5b,5914.48
50760,py-cd85355,3064.37
50761,py-f23999b,3600.18
50762,py-e6c1142,4857.86
50763,py-55ca0f8,2725.87
50764,py-00afb00,6852.12
50765,py-ae29f3b,9943.30
50766,py-3f9f2cd,3984.51
50767,py-8deda01,4025.14
50768,py-53e14da,8865.77
50769,py-d9788dc,4073.88
50770,py-2d84f9c,1796.40
50771,py-7279a96,7902.01
50772,py-45710eb,4551.62
50773,py-193e18b,7186.56
50774,py-8f240c8,6622.49
50775,py-fbc6aa2,6741.37
50776,py-89e1814,8689.12
50777,py-df4771b,3619.62
50778,py-bca4e66,7164.13
50779,py-a94d9cf,6586.69
50780,py-1626d33,951.03
50781,py-932b1f4,7856.77
50782,py-08973de,3779.55
50783,py-31c1c7d,2488.94
50784,py-b02a855,8264.68
50785,py-5c7e175,8150.05
50786,py-3385fd0,4270.24
50787,py-0761aa5,4210.21
50788,py-54f07ff,1191.99
50789,py-702ac42,2543.92
50790,py-857bdf5,5089.00
50791,py-4e942ff,8170.40
50792,py-64e6efc,7272.59
50793,py-4d9ecb9,8251.39
50794,py-1d81419,7659.66
50795,py-fae9798,3596.87
50796,py-c5aebfa,9793.24
50797,py-555bddd,8085.20
50798,py-334c4e5,6367.12
50799,py-c7b02e9,6017.49
50800,py-02b7a3f,9030.77
50801,py-9197a64,1686.71
50802,py-f9be979,3099.58
50803,py-d90c17e,1179.65
50804,py-32d189e,2603.70
50805,py-26a5c98,2422.91
50806,py-de706b8,4358.23
50807,py-cc58df9,2028.47
50808,py-b72fdfc,6721.08
50809,py-129a93b,101.28
50810,py-ef10ebc,962.63
50811,py-b955126,7886.82
50812,py-aadcf0a,7326.92
50813,py-a1cbf27,1767.81
50814,py-4a9fba9,6302.52
50815,py-e999dc0,1207.09
50816,py-898269d,9269.17
50817,py-0c43b6b,9429.55
50818,py-ea37cb5,5935.79
50819,py-1e89458,4509.90
50820,py-8b568aa,186.16
50821,py-0a6564e,704.93
50822,py-5d24d24,8521.64
50823,py-6d1c762,7702.38
50824,py-07dc675,1505.94
50825,py-7c9ba54,6758.08
50826,py-4964fd7,9858.23
50827,py-4a7f8ff,7070.46
50828,py-bb62edd,2743.14
50829,py-08041fb,4332.02
50830,py-77a9279,8798.08
50831,py-5f928b9,1783.63
50832,py-350beea,5042.26
50833,py-1cd6564,384.87
50834,py-ed485f3,591.41
50835,py-69baabd,9786.63
50836,py-20e3607,7393.19
50837,py-18dca18,8621.28
50838,py-3f48490,6662.01
50839,py-ff654ea,6494.36
50840,py-40a714d,6036.40
50841,py-78b6070,4757.47
